Time,Time Code,Country Name,Country Code,GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],General government final consumption expenditure (current US$) [NE.CON.GOVT.CD],Gross capital formation (current US$) [NE.GDI.TOTL.CD],Gross domestic savings (current US$) [NY.GDS.TOTL.CD],"Population ages 15-64, total [SP.POP.1564.TO]"
2006,YR2006,Argentina,ARG,232557260817.308,8.04715150043027,5919.01233837714,6.95553357619964,28905507926.1954,43442829424.3763,56512336635.9147,24749593
2006,YR2006,Brazil,BRA,1107640289615.23,3.96198872184988,5886.46368222667,2.83475849674375,210882714706.018,197342443065.324,227325520479.934,126082500
2006,YR2006,Chile,CHL,154788024805.808,6.31717634314714,9464.54850676993,5.20038003784155,15363192044.128,32220393580.3121,54651596910.6596,11003318
2006,YR2006,Colombia,COL,161618581266.316,6.71686869844402,3741.09283661273,5.35040251622438,22433660630.1178,37073626402.575,30311213306.5926,27752640
2006,YR2006,Guatemala,GTM,29744368110.9094,5.35139778711536,2251.08796275499,3.23821937056923,2530344290.11128,6295397982.26922,682890563.754505,7136493
2006,YR2006,Jamaica,JAM,11930171468.3796,2.89912534958872,4331.29205282124,2.36064856549274,1657081493.49217,3390854512.73806,947236169.439294,1721518
2006,YR2006,Mexico,MEX,975387131716.089,4.49507789421408,9068.29421839425,2.98443254099685,100898175645.919,222611795911.627,218409263799.178,67617392
2006,YR2006,Panama,PAN,18141666300,8.65246561056669,5348.88425269771,6.68387882043837,2375975700,5337711500,4621538000,2158940
2006,YR2006,Peru,PER,88643193061.748,7.5288990440594,3154.3313491397,6.62620063933494,9676907103.15764,17418921394.9795,25652293409.8821,17637164
2006,YR2006,Puerto Rico,PRI,87276164400,-1.40941402442895,22935.9411586313,-0.991029990749496,10329602000,12211212000,26797733400,2497019
2006,YR2006,Uruguay,URY,19579457966.0538,4.09857736415702,5887.84516224163,3.98575757274513,2209593493.2332,3810274792.92497,3540750687.48079,2091286
2007,YR2007,Argentina,ARG,287530508430.568,9.00765087504757,7245.44685667197,7.9242108884188,37348269040.9027,57791082382.3567,70385867483.0106,25080395
2007,YR2007,Brazil,BRA,1397084349956.35,6.0698706077184,7348.03071626086,4.97470189641052,264649515381.85,276892701402.085,295931312413.333,128068765
2007,YR2007,Chile,CHL,173605968179.255,4.90532450356156,10502.3507082131,3.79032075476692,17799333269.9159,36188971047.7771,60026098718.5342,11183369
2007,YR2007,Colombia,COL,206181826825.28,6.73819469090975,4714.07305530503,5.42863484691856,28308825546.0566,48358464388.8794,39631585901.46,28304272
2007,YR2007,Guatemala,GTM,33567868322.6252,6.33771869016203,2490.74912665208,4.25714892993594,2953531870.25139,7106172181.46039,840857857.766541,7350948
2007,YR2007,Jamaica,JAM,12799593017.7101,1.43195403665118,4623.74789719712,0.925752257457191,1905547157.04949,3401004737.52822,612352259.358714,1744998
2007,YR2007,Mexico,MEX,1052696282278.87,2.29144571429802,9642.68051672231,0.782569044350566,109537060449.113,243370852839.443,236110144580.077,69038033
2007,YR2007,Panama,PAN,21295984200,11.9839853947871,6166.18786213279,9.97372352372119,2654899700,7675970600,6259070200,2202709
2007,YR2007,Peru,PER,102170981144.136,8.5183877690955,3606.07068932344,7.63365404001507,10682007031.0003,22510706295.9412,30026526046.6603,17855679
2007,YR2007,Puerto Rico,PRI,89524131600,-1.16280669029354,23664.8823485096,-0.582297438193464,10512406000,11987794000,26925150600,2486115
2007,YR2007,Uruguay,URY,23410572634.3147,6.54151084168984,7026.50305539297,6.33845299381075,2687576622.21465,4571161356.56768,4330155758.16966,2102460
2008,YR2008,Argentina,ARG,361558037110.419,4.05723310346406,9020.87332314274,3.02950065191851,49293062930.4651,70766944271.4722,84213748246.6899,25420355
2008,YR2008,Brazil,BRA,1695824565983.2,5.09419544732717,8831.02311697566,4.05441066302465,319483052459.374,366626805158.687,363412057748.937,130000191
2008,YR2008,Chile,CHL,179638496278.574,3.52953055326518,10751.4816046663,2.42625274040375,19888477492.4827,48174786989.6509,51872756935.9244,11362681
2008,YR2008,Colombia,COL,242186950900.775,3.28344618616541,5472.53652992425,2.07578409424285,31832921831.5715,57448976381.8503,50308193076.9011,28865323
2008,YR2008,Guatemala,GTM,38503862830.6878,3.29352400028485,2802.46196190125,1.32165978349745,3527471785.71429,6419196256.61376,37981190.4761905,7576686
2008,YR2008,Jamaica,JAM,13709402085.3206,-0.811736703280815,4928.12640901515,-1.29807445368073,2221748799.41503,3338313435.8309,-732116300.74138,1768906
2008,YR2008,Mexico,MEX,1109989063586.62,1.14358458719401,10016.5712139986,-0.357632974929516,119096486158.657,267583330278.444,247947616018.401,70515912
2008,YR2008,Panama,PAN,25155888600,9.85565485158463,7154.274496019,7.90195601476114,3037007500,10647953000,8001600600,2246221
2008,YR2008,Peru,PER,120550599815.441,9.1265683014642,4220.61637832028,8.25060456444702,12502136094.8768,31558153046.9257,32789569021.4977,18066513
2008,YR2008,Puerto Rico,PRI,93639300000,-1.8441342497794,24898.3345857045,-1.26658345345041,10518100000,11373578000,28567400000,2476867
2008,YR2008,Uruguay,URY,30366213119.2928,7.17614466787178,9091.0790391692,6.90443582194584,3708651873.80963,7047419465.08953,5589219620.70332,2116049
2009,YR2009,Argentina,ARG,332976484577.619,-5.91852507634947,8225.13758261645,-6.85422505520184,52956236298.6285,53453089198.9967,70317826057.954,25755689
2009,YR2009,Brazil,BRA,1667019783585.08,-0.125811999414864,8597.91548455152,-1.08194236515625,327580029808.943,313335289836.951,306613310343.103,131902950
2009,YR2009,Chile,CHL,172389498444.62,-1.5642394429907,10208.9079714292,-2.60145285012567,21405405006.8475,36302416612.2413,49652852918.7057,11535330
2009,YR2009,Colombia,COL,232397835678.336,1.13964864548062,5193.24145795078,0.0207132464149282,32080533174.9585,51098667215.5049,45736930453.891,29406726
2009,YR2009,Guatemala,GTM,37125943564.9873,0.476898106596394,2651.81712283814,-1.39547065582242,3840912835.71849,4925350972.84846,863103006.76338,7806027
2009,YR2009,Jamaica,JAM,12120460872.8003,-4.3453018579464,4335.17841077413,-4.82326075795619,2004560033.03976,2552116694.97725,379399754.932356,1793981
2009,YR2009,Mexico,MEX,900045350649.351,-5.28574413681751,8002.97217765844,-6.67416537824273,107258079032.079,206010628704.629,200300473600.474,71989500
2009,YR2009,Panama,PAN,27116635600,1.24299231776419,7576.14046655482,-0.539360010591224,3239976000,8523214600,8698784800,2290308
2009,YR2009,Peru,PER,120822986521.479,1.0958236592427,4196.31162707942,0.287054626197119,13853993758.7146,24138835402.6957,29904720802.0716,18275481
2009,YR2009,Puerto Rico,PRI,96385600000,-1.9524251417231,25768.7258883384,-1.41621087876773,11101700000,10053900000,30161800000,2470380
2009,YR2009,Uruguay,URY,31660911277.0294,4.2434941753021,9451.93244869934,3.94925012380951,4098123156.68203,6213382448.59979,6467940052.28642,2130063
2010,YR2010,Argentina,ARG,423627422092.49,10.1253981561002,10385.9644319555,9.30012292248985,64237667185.0303,75005496430.9387,87276430428.7972,26010395
2010,YR2010,Brazil,BRA,2208871646202.82,7.52822583005563,11286.2429009115,6.52437006747878,420057980900.409,481563210550.25,458569236016.371,133781681
2010,YR2010,Chile,CHL,218537551220.071,5.84417729578996,12808.0383396854,4.75024210331583,26462145744.0796,50569559016.849,64613894608.36,11697421
2010,YR2010,Colombia,COL,286563105192.456,4.49465897070922,6336.70947398466,3.40253313166517,39431791175.841,62725116845.8612,58189070340.1129,29912581
2010,YR2010,Guatemala,GTM,40676432028.5934,2.88417542800377,2852.54732650116,1.0118948603419,4330513676.18953,5761488619.7225,758002370.374048,8034407
2010,YR2010,Jamaica,JAM,13220556882.7046,-1.45714720947502,4704.04775962425,-1.96994126129756,2131161829.48549,2671415349.99845,258692762.635026,1819694
2010,YR2010,Mexico,MEX,1057801295584.05,5.11811814321163,9271.39839576997,3.61719033124828,124517633586.578,241105654083.571,242017134694.524,73417829
2010,YR2010,Panama,PAN,29440300000,5.827839392469,8082.01958387357,3.98372801072502,3713100000,11250000000,8838900000,2335286
2010,YR2010,Peru,PER,147528937028.778,8.33245910749577,5082.35370614454,7.45536629325547,15528653852.961,35053626420.3037,40924569041.8038,18487502
2010,YR2010,Puerto Rico,PRI,98381300000,-0.413254118484915,26435.74878578,0.0921020717791237,10841900000,9012100000,30755600000,2465818
2010,YR2010,Uruguay,URY,40284481651.9021,7.80340966564692,11992.0237658273,7.49542953942282,5094333635.76994,7818253269.05725,8215841719.30227,2143085
2011,YR2011,Argentina,ARG,530163281574.658,6.00395169280579,12848.8641969705,4.78868313859435,83177086713.2187,97541873555.3879,106513632125.739,26358138
2011,YR2011,Brazil,BRA,2616200980392.16,3.97442540583816,13245.6120301146,3.02640427451763,488425394548.063,571019249163.08,550889526542.324,135602166
2011,YR2011,Chile,CHL,252251992029.442,6.11091882913644,14637.2334407887,5.05770836528396,30052009771.7957,62161866578.5896,70532215774.6799,11840216
2011,YR2011,Colombia,COL,334943871931.745,6.94789198173555,7335.16693447605,5.91724426422576,44712533875.2838,77022324342.9406,73949504352.8911,30404434
2011,YR2011,Guatemala,GTM,46876114650.4996,4.16390688293349,3228.0457411296,2.28579516997895,4855654404.39798,7257442302.25807,1363820523.03029,8276713
2011,YR2011,Jamaica,JAM,14444655299.8772,1.73037626746921,5111.46598710697,1.17354565013477,2282955054.80624,3096404268.07616,-238085536.158149,1844051
2011,YR2011,Mexico,MEX,1180489601957.61,3.66300792950094,10203.4212952716,2.22716347751184,139027241473.683,274832246987.515,276426068757.898,74830472
2011,YR2011,Panama,PAN,34686200000,11.3137317481848,9358.26157385486,9.39803754871591,4115200000,13401900000,11311400000,2379447
2011,YR2011,Peru,PER,171761737046.585,6.32719240161117,5869.32388186462,5.46742070674885,17798554881.8126,41567844304.8546,50185541556.2253,18701547
2011,YR2011,Puerto Rico,PRI,100351700000,-0.358510628287519,27278.8830499205,0.800573059973473,10506600000,10105100000,31690300000,2432183
2011,YR2011,Uruguay,URY,47962439303.7247,5.16213302935691,14236.7149957359,4.8608114597729,6120227231.77766,10015665743.3391,9822504136.85268,2155409
2012,YR2012,Argentina,ARG,545982375701.128,-1.0264204544321,13082.664325572,-2.14528444981812,90881156804.3051,90097938093.7597,100740098540.826,26687229
2012,YR2012,Brazil,BRA,2465188674415.03,1.92115031836305,12370.0244490002,1.01451538276449,456802007065.69,527975014080.18,494468281193.999,137364151
2012,YR2012,Chile,CHL,267122320056.702,5.31862800041414,15351.5407387113,4.3091939890372,31853962037.6372,70652352298.6865,70577213564.2945,11974750
2012,YR2012,Colombia,COL,370921320483.841,3.91263576716115,8050.25537167048,2.98127287338662,49983418627.6456,81990837643.9615,77492524747.8159,30847680
2012,YR2012,Guatemala,GTM,49593961141.7484,2.97470856847661,3355.03691881272,1.16050888968185,5214062627.65523,7535378165.84967,1074652165.03268,8512533
2012,YR2012,Jamaica,JAM,14807086889.2099,-0.613636039869121,5209.85926362567,-1.17999390647412,2410157544.017,2951522144.27525,-257566777.615274,1868182
2012,YR2012,Mexico,MEX,1201089987015.45,3.64232267941347,10241.727828043,2.24713983020912,143491025627.397,286899022362.276,280198718402.369,76177534
2012,YR2012,Panama,PAN,40429700000,9.77854554707744,10722.2523527204,7.91070303033467,4388900000,17663300000,14559800000,2424575
2012,YR2012,Peru,PER,192648999090.082,6.13972470560435,6528.9717753128,5.26750729775631,20943281771.3073,47403321201.0919,51794434334.2433,18933056
2012,YR2012,Puerto Rico,PRI,101564800000,0.0292751104899338,27944.7338937424,1.24696939039634,10794600000,10496200000,29873200000,2396121
2012,YR2012,Uruguay,URY,51264390116.4909,3.5381787065877,15171.5801734227,3.23025835860571,6804750297.87402,11747429662.3438,10095744680.1178,2166598
2013,YR2013,Argentina,ARG,552025140252.246,2.40532378079436,13080.2547323367,1.26568517537076,92774657769.3512,95532250251.422,94982531332.9486,27002574
2013,YR2013,Brazil,BRA,2472806919901.67,3.00484630505706,12300.324821091,2.1089092772753,467174064282.733,536444970084.875,479533880617.782,139067238
2013,YR2013,Chile,CHL,278384332694.359,4.04500429817163,15842.9364836273,3.03157349101788,34243556550.1363,71337566943.5982,69738165887.5339,12103916
2013,YR2013,Colombia,COL,382116126448.554,5.13399351995672,8218.34784431476,4.18482189717086,53868146330.1322,84763081130.8287,77832375928.8983,31271416
2013,YR2013,Guatemala,GTM,52996540703.5943,3.69481919881751,3522.77370621475,1.88864258053816,5982222278.79035,8396044072.95913,1671360859.38295,8746882
2013,YR2013,Jamaica,JAM,14264202737.3082,0.5176860128024,4989.73408891012,-0.0653686760132786,2211002421.36539,3032553469.74389,-120948744.943868,1891553
2013,YR2013,Mexico,MEX,1274443084716.57,1.35409196151679,10725.1835873796,0.0294527950694885,155372292279.987,286665368383.965,271963766129.032,77469712
2013,YR2013,Panama,PAN,45599900000,6.90394805143926,11889.0705568347,5.09746795117718,4885000000,20067600000,16733900000,2470496
2013,YR2013,Peru,PER,201175469114.327,5.85251821084928,6756.75299620034,4.90258260411305,23137051704.3562,51448980347.1631,51105888448.8693,19176446
2013,YR2013,Puerto Rico,PRI,102450000000,-0.306826657099961,28513.1657351067,0.842159017658133,10589400000,9763000000,29383000000,2361176
2013,YR2013,Uruguay,URY,57531233350.9101,4.6375386412851,16973.6892364718,4.31459013547868,7779620630.2242,12935559541.2468,11202964089.7196,2177012
2014,YR2014,Argentina,ARG,526319673731.638,-2.51261532081394,12334.7982453893,-3.57858050983289,89210530677.4557,90857938989.9083,92985131169.3984,27315081
2014,YR2014,Brazil,BRA,2455993625159.37,0.503955740242247,12112.5876683327,-0.352483145036089,470409689757.756,504667658308.542,439300892477.688,140699018
2014,YR2014,Chile,CHL,260541637327.864,1.76673978360205,14670.98891427,0.692522608812538,33091350428.3874,60553165002.537,63025474834.8465,12234050
2014,YR2014,Colombia,COL,381112119657.445,4.49903000110972,8114.34392085159,3.44839523191438,54284659510.7057,91479537471.8813,75404352424.1658,31717551
2014,YR2014,Guatemala,GTM,57852399963.7878,4.44397758285268,3779.64233613025,2.65391190936224,6511510307.54507,8719029106.31233,2011301699.38698,8984298
2014,YR2014,Jamaica,JAM,13899228824.2161,0.689822357374339,4834.28400949801,0.114534393056601,2017929498.93856,3123681091.09429,33650487.4498015,1913524
2014,YR2014,Mexico,MEX,1315351183524.54,2.84977325490688,10928.9160089988,1.54403510691023,160406576791.424,287687057588.866,288647029678.39,78734900
2014,YR2014,Panama,PAN,49921400000,5.06642235455794,12796.0575304045,3.29263532707908,5012800000,22119500000,17938200000,2516911
2014,YR2014,Peru,PER,200789362451.567,2.38215737180541,6672.8773725884,1.30565751190883,24902078196.5481,49526946107.7844,46235646354.3501,19425194
2014,YR2014,Puerto Rico,PRI,102445800000,-1.19036345385329,28981.4573305866,0.436573539062252,11032600000,9159900000,29513800000,2315856
2014,YR2014,Uruguay,URY,57236013086.1223,3.23879121744656,16831.9481943721,2.90473540295746,7839269293.64192,12135644386.1309,10989607252.8607,2187514
2015,YR2015,Argentina,ARG,594749285413.212,2.73115982828944,13789.060424772,1.62966427946263,107639984288.54,101527895313.53,95134804470.7245,27630346
2015,YR2015,Brazil,BRA,1802214373741.32,-3.54576339269425,8814.00141787464,-4.35147506527211,356420992515.555,313795124590.46,293010911058.343,142243098
2015,YR2015,Chile,CHL,243919079437.373,2.30376703614562,13574.1692377497,1.10598439800134,31694583046.2446,58017939353.0983,57482346486.8517,12369487
2015,YR2015,Colombia,COL,293481748240.779,2.95590137527523,6175.87602970259,1.75788371739232,43469430054.3835,69771447767.8443,49050635277.4112,32207435
2015,YR2015,Guatemala,GTM,62186186575.7433,4.09217081621244,3994.63691288475,2.34629514622338,6895271855.56775,9221064196.08284,2857155118.35711,9225408
2015,YR2015,Jamaica,JAM,14188935947.5694,0.92148712538031,4907.927415189,0.366894819691765,1960343610.06003,3029611062.00062,720476567.455873,1933815
2015,YR2015,Mexico,MEX,1171867608197.72,3.29315152833387,9616.64555810607,2.01903688371814,144341228964.621,273198237287.28,260984646618.249,79986921
2015,YR2015,Panama,PAN,54091800000,5.7330542960121,13630.3228683958,3.94319446152799,5563600000,23127300000,20657300000,2563687
2015,YR2015,Peru,PER,189805300841.603,3.25224477218451,6229.10067398112,1.96334440822348,24609345559.6031,46132395427.7101,41220010048.9888,19681872
2015,YR2015,Puerto Rico,PRI,103375500000,-1.04944365110551,29763.4883013861,0.706704568897791,9100300000,8888800000,32634700000,2270470
2015,YR2015,Uruguay,URY,53274304222.136,0.370741265001499,15613.7459681824,0.0302704170296124,7370931508.30302,10497909629.1634,10299442438.7245,2198419
2016,YR2016,Argentina,ARG,557531376217.967,-2.08032784377811,12790.2424732447,-3.11006389821465,98429812727.8394,98478037375.8317,92681397528.1538,27924237
2016,YR2016,Brazil,BRA,1795700168991.49,-3.27591690782192,8710.09677403838,-4.06941092530269,365951078394.867,268808180333.973,275985163119.755,143590073
2016,YR2016,Chile,CHL,250440149690.889,1.71108928865995,13753.592148512,0.372098730551301,34510196708.007,55627596526.0459,57153313669.6724,12531893
2016,YR2016,Colombia,COL,282825009887.458,2.08738250162794,5870.77795724164,0.70068863785022,41126389953.6158,65523256653.4595,46380601008.7941,32767678
2016,YR2016,Guatemala,GTM,66053725049.0138,2.67780255532826,4173.30166619474,0.989365749396498,6896241924.23585,9156346715.90657,3299654074.39572,9456706
2016,YR2016,Jamaica,JAM,14077109396.8584,1.37522306445538,4843.74989999401,0.844390413700609,1948263319.87689,2996754466.60538,1190902913.78552,1949955
2016,YR2016,Mexico,MEX,1078490651625.31,2.63053242455089,8744.51555912786,1.40302067337798,129531181948.232,254753641107.795,242308442089.359,81180237
2016,YR2016,Panama,PAN,57907700000,4.95321142279059,14343.981394441,3.170234969551,6353300000,23452300000,21447200000,2610788
2016,YR2016,Peru,PER,191895943823.887,3.95331871520767,6204.9964574796,2.42290485450216,25260584871.5594,42258007170.1579,41896832686.4389,20207763
2016,YR2016,Puerto Rico,PRI,104336700000,-1.26300292505279,30627.1634017011,0.666133347916414,8603700000,8425500000,34753600000,2218360
2016,YR2016,Uruguay,URY,57236652490.1699,1.68979816429228,16715.6334746253,1.32968121444294,..,9990512276.79311,13044338366.056,2207436
2017,YR2017,Argentina,ARG,643628665302.155,2.81850297775918,14613.041824658,1.75764818265694,113902282152.065,117221303024.265,100171358154.166,28225466
2017,YR2017,Brazil,BRA,2063507864886.88,1.32286905485741,9928.6430632111,0.508337981256091,416042489189.697,301800150404.209,316620292034.841,144882354
2017,YR2017,Chile,CHL,277034675515.671,1.18454470660996,14998.8170563212,-0.247251358731958,39090671993.3518,58890290294.2171,62269207616.4959,12704687
2017,YR2017,Colombia,COL,311883730690.129,1.35936086788746,6376.70671552601,-0.163409332080448,46410303377.3888,67364942296.8119,51794660260.329,33378033
2017,YR2017,Guatemala,GTM,71654134378.5299,3.07985149125689,4454.04814983548,1.41564884120322,7575864804.91025,9742172407.90188,3236458716.09576,9693118
2017,YR2017,Jamaica,JAM,14808989993.3185,0.997123062335191,5070.0995030616,0.492076589718863,1981854342.41528,3336737923.40845,1232521519.64021,1965510
2017,YR2017,Mexico,MEX,1158913035796.37,2.11312913549695,9287.84958732302,0.931456541585035,134626250019.813,265448709745.595,268454356589.966,82377996
2017,YR2017,Panama,PAN,62202700000,5.59114887553631,15146.4023742294,3.79928726471938,7103400000,25957800000,23387300000,2659155
2017,YR2017,Peru,PER,211007207483.515,2.51883544233135,6710.50760214164,0.829126308957157,27878852936.6662,43703419720.9017,47767827020.3956,20698745
2017,YR2017,Puerto Rico,PRI,103445500000,-2.88595475858821,31108.7527508912,-0.509099448693803,9057500000,8062700000,31934200000,2155672
2017,YR2017,Uruguay,URY,64233966861.2518,1.62775397322494,18690.8938401411,1.25792913208215,..,10167560143.5327,13693567557.2945,2217418
2018,YR2018,Argentina,ARG,517626700412.885,-2.56535188247548,11633.4980086503,-3.55009117333478,84789777529.8096,83063054821.1426,92003692244.1716,28530443
2018,YR2018,Brazil,BRA,1916947014067.55,1.78366676136979,9151.44525254365,0.988960032623581,381378291094.203,289363949860.419,296912803109.092,146090377
2018,YR2018,Chile,CHL,297571693064.212,3.713859177069,15888.144355398,2.28112103492523,42819243822.1685,66022958456.0053,65108652567.3469,12869989
2018,YR2018,Colombia,COL,334198214706.209,2.56432428277704,6729.58333198168,1.01285604228866,51538313714.7698,70834900923.7731,55009567940.4974,33990041
2018,YR2018,Guatemala,GTM,73208583758.9105,3.32209799734959,4478.42464550944,1.68170693128233,8113054314.28875,10100465777.7169,2274109213.74614,9931186
2018,YR2018,Jamaica,JAM,15730793852.7913,1.88992368121086,5359.99378939638,1.40370907994962,2113896400.67819,3667086981.99369,1645647020.48164,1979654
2018,YR2018,Mexico,MEX,1222348807283.2,2.19499204896051,9686.51424383118,1.05031157078142,141436635886.99,277840042246.276,289305435791.377,83562863
2018,YR2018,Panama,PAN,64928300000,3.59811275823063,15544.7335180331,1.85933573755317,7575000000,26898900000,23895100000,2707987
2018,YR2018,Peru,PER,222574697255.522,3.96915687018075,6957.79341149359,2.19794844938977,29110022515.6697,47549138927.7673,51451043631.7167,21151623
2018,YR2018,Puerto Rico,PRI,100925000000,-4.14747474747475,31604.7015144578,-0.18737030505585,8052600000,15215000000,29419400000,2059364
2018,YR2018,Uruguay,URY,64515038268.1373,0.477907183899063,18703.8602924478,0.109558005853614,..,9647077366.20961,12851876255.0732,2227465
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,
Last Updated: 11/23/2021,,,,,,,,,,,
